review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase, Percent 
R14663CCPES92B,2,74,90,N,N, 0.82 
R7848Y9SZB8W9,5,49,51,N,Y, 0.96 
R3CFHND7U6D1CT,3,53,55,N,Y, 0.96 
RQPOD59LQKV6A,4,8,29,N,Y, 0.28 
R1U35BDVBFFEHO,5,34,36,N,Y, 0.94 
R1JCFE4Z5ZT2E5,4,38,38,N,Y, 1.00 
R23ZALNZSMXVPP,4,125,132,N,N, 0.95 
R2GWMHC879HVC0,5,50,58,N,N, 0.86 
RZPOZI9QKMK40,5,143,144,N,Y, 0.99 
R1PZ7UUPUP0LRT,5,49,50,N,N, 0.98 
R2UX31F1DZ4NR7,5,19,20,N,N, 0.95 
R1L8VLRM5I9N5V,5,4,47,N,Y, 0.09 
R1C3H0CBY0G1VF,5,35,41,N,N, 0.85 
RBBDGG8PJ0788,1,18,28,N,N, 0.64 
R3BFUAYHVIZ1XX,3,3,21,N,Y, 0.14 
R2QFZSPN7AY9EA,4,23,29,N,N, 0.79 
RYHGNZA1CYTVB,5,28,41,N,N, 0.68 
RMYXZN2BOMPEU,4,22,25,N,N, 0.88 
R27ELQN5BVSTSS,4,27,29,N,N, 0.93 
RB18KPBQ8J0LB,5,22,24,N,Y, 0.92 
R30X0K9OLQMET3,4,4,28,N,Y, 0.14 
R13DSTEIE29001,3,59,65,N,Y, 0.91 
R2XDADJX9IY3VJ,4,46,48,N,N, 0.96 
R8EOSEC4U22G4,4,23,23,N,N, 1.00 
R8JELNTWALJV4,4,50,51,N,Y, 0.98 
R3DPAV0MPA0WQX,1,13,31,N,Y, 0.42 
R10PDGA9OESY93,5,77,102,N,N, 0.75 
R3P7XKIAOFQS3Y,5,93,103,N,N, 0.90 
R10Z29VCBHM97Y,5,25,27,N,Y, 0.93 
R2ZYPS6V5JM7Y0,4,34,35,N,N, 0.97 
R3TLOCLM49TP0N,4,33,34,N,N, 0.97 
R2DIY7ND969SQK,5,25,29,N,N, 0.86 
R19FN7CCQSDL5H,2,78,86,N,N, 0.91 
R4CBHITOWFAFU,5,21,22,N,N, 0.95 
R2K1BWP51EFGQF,5,30,31,N,N, 0.97 
R11KQ9Q12WV4T4,1,0,21,N,N, -   
R1D9BNMNRUOXO,5,24,25,N,N, 0.96 
R2E52SIZIIPU36,5,23,23,N,Y, 1.00 
RIHLCPZC040E4,5,28,33,N,N, 0.85 
RYS0K0A4GLTT0,1,15,20,N,N, 0.75 
R2B8JJG0O4HM9W,3,25,31,N,N, 0.81 
R2OGFPAIPJF77S,5,39,39,N,N, 1.00 
R3B47MQAMPIOU7,5,21,23,N,N, 0.91 
R1UN6D0CU9MIHO,1,21,22,N,N, 0.95 
R2PWNHLTZFEB5K,3,28,29,N,N, 0.97 
RVPM9T4WA05FK,5,38,39,N,N, 0.97 
R3PQHA5W6L75T6,1,21,27,N,N, 0.78 
RPVKPHA5D37EG,1,49,99,N,N, 0.49 
R1YGSOR5ARIHXK,5,1040,1065,N,N, 0.98 
R2F9XQ4Z2BSGRK,3,20,21,N,N, 0.95 
R2JBMSFINOA3IC,5,35,40,N,Y, 0.88 
R1PL3XZU6PHB7B,1,42,46,N,N, 0.91 
R1Q7G7Y680K9V,2,28,29,N,N, 0.97 
R23XGFU4777XXB,4,25,25,N,N, 1.00 
R1Z7Z34OGB8H0E,1,111,142,N,N, 0.78 
RL4XCXASVH8DB,5,24,24,N,N, 1.00 
RX36N9N4ER8HO,1,20,20,N,N, 1.00 
R2TNDJANTPJ7SK,5,48,53,N,N, 0.91 
R3E5KKY9H7N2U6,5,160,179,N,N, 0.89 
R1F2ALWZHULWE3,3,50,51,N,N, 0.98 
R1OFBN4DLD9DV4,4,21,23,N,Y, 0.91 
RV17DPWJOUETG,5,43,47,N,N, 0.91 
R1IQ42PSENIBU5,4,24,28,N,N, 0.86 
RG8EYUV7RJQNL,1,58,66,N,N, 0.88 
RPB074G4K6DJA,5,19,22,N,N, 0.86 
RTI15A1Y0SG42,2,18,22,N,N, 0.82 
R271HLALSC9TF6,3,34,37,N,Y, 0.92 
R30ESO3Z7JP02G,4,24,24,N,N, 1.00 
R2W5D4GER546JC,1,19,25,N,Y, 0.76 
R2VJ18XP84O9BB,5,36,37,N,N, 0.97 
R3Q1LD78J17S9X,4,159,178,N,N, 0.89 
R3QJDWA594YYH5,5,21,21,N,Y, 1.00 
R248KXYRIQ539G,1,17,29,N,N, 0.59 
R12YUZ8MMCI37V,5,21,26,N,Y, 0.81 
R2BODJSMA0G98Y,5,29,33,N,Y, 0.88 
R4FYZEC2CL8DY,5,24,24,N,Y, 1.00 
R2F9N1B323GOL,1,77,92,N,N, 0.84 
R4TQT7Q8T8YOU,5,4,32,N,Y, 0.13 
R1X08MCFQJA185,3,14,59,N,N, 0.24 
R1XKUDLF8K97JO,4,25,26,N,Y, 0.96 
R32UGD1EYI1GMD,3,25,27,N,N, 0.93 
RJLLNS36JZ0SW,3,38,45,N,Y, 0.84 
RBBTN132YLJUH,3,11,20,N,N, 0.55 
R1AHB2SEWHU77B,1,30,30,N,N, 1.00 
R3A5FG2AO0GOLO,1,1,33,N,N, 0.03 
RS72BI8QUCDPF,4,31,31,N,Y, 1.00 
RGPFYJJV5ILRJ,5,35,35,N,N, 1.00 
RBFKPRWQ5JXUK,3,19,24,N,N, 0.79 
R14DCPDI3JKEF9,5,23,24,N,N, 0.96 
R2N394WT2BOC5U,5,20,23,N,N, 0.87 
RLGAUA5QWPCNS,1,6,65,N,N, 0.09 
R31GI4JAV17OVQ,5,12,30,N,N, 0.40 
R194P0VWHXYI1G,2,2,35,N,Y, 0.06 
R26QEEQCP9MT4K,5,46,47,N,Y, 0.98 
R30GRW42TO4XK8,4,19,20,N,Y, 0.95 
R1FESFBIHIEC6P,5,41,41,N,N, 1.00 
RQ75DJI4BKVBR,1,21,21,N,N, 1.00 
R31C8SJ79TV6WM,2,33,33,N,Y, 1.00 
R2LTJF4GP7B93V,5,39,46,N,N, 0.85 
R2AP0V1NYO82ZO,1,40,41,N,N, 0.98 
R3OWQ0JZKGSVY8,1,23,27,N,Y, 0.85 
R1YGAG3F3RZ62F,4,25,27,N,N, 0.93 
RGVOQOM7E1UT8,4,7,22,N,Y, 0.32 
R30LQAEJK9I6ZN,5,17,21,N,Y, 0.81 
R1L3T9C5ZO1PKQ,4,20,22,N,N, 0.91 
R1749F2WF1465R,2,19,20,N,N, 0.95 
R10ZEB6M915JQJ,5,78,94,N,Y, 0.83 
R3APJHOVB4GUXH,4,23,23,N,N, 1.00 
R3JMSR1DNRGKVZ,4,31,32,N,N, 0.97 
R1M1AJZ0Y2UMBV,5,21,21,N,N, 1.00 
R2K9QMVRI25Z51,5,43,47,N,N, 0.91 
R3CBKFP04EPJ38,5,18,22,N,Y, 0.82 
R2UCNSCEKRY8Q3,1,39,47,N,Y, 0.83 
R1SIUB7AAX1UIX,5,36,39,N,Y, 0.92 
RXQ3M8PAZ5ERF,1,24,30,N,N, 0.80 
R1GZA1UG9OUE3V,4,28,38,N,Y, 0.74 
R3C2JSZE793Q7P,5,86,103,N,Y, 0.83 
RBHZD1W7EISJF,1,31,39,N,N, 0.79 
RJ8HFV750XU9F,4,20,20,N,N, 1.00 
R11OSR13P4UC1Q,4,27,33,N,N, 0.82 
RDGY03SCUB0GM,4,23,25,N,N, 0.92 
RGP2SGPVRMYFZ,4,20,21,N,N, 0.95 
RNJ3D8RG9RVZK,4,50,52,N,Y, 0.96 
R15G6WE1P0OUFQ,3,16,21,N,Y, 0.76 
R2KR7VU5B5MCM7,5,24,26,N,Y, 0.92 
R1TPKWBUYCYJ0V,1,26,29,N,Y, 0.90 
R1TJSR7W38X790,2,15,26,N,N, 0.58 
RLKDVZD5OSUBS,4,25,25,N,N, 1.00 
R3DOPT7UDVD2B5,3,19,28,N,N, 0.68 
R2R6A7RDI912ZV,1,22,27,N,Y, 0.81 
RWXNMM6I07YUB,5,43,46,N,Y, 0.93 
R19KSRN5Z0LK75,1,4,20,N,N, 0.20 
R2YO5H0C7QVIBO,5,29,29,N,Y, 1.00 
R8SZH22N90HKE,4,21,21,N,N, 1.00 
R4U5P98GYOTBB,1,20,20,N,N, 1.00 
R24QAJEZS7DG9X,5,1652,1677,N,Y, 0.99 
R2UF88PV2VKIE7,5,18,22,N,Y, 0.82 
R309L2ZSX0RBSO,2,2,25,N,Y, 0.08 
R3F44V9YOAMPFH,5,74,75,N,Y, 0.99 
RYE5CZQZ60IL7,4,48,50,N,Y, 0.96 
R3H4VMS9LYDP2K,4,21,21,N,N, 1.00 
R1QDUBWW5Y2PGR,1,11,44,N,N, 0.25 
R17KLDWYER6PGG,5,28,31,N,Y, 0.90 
R27LITVVIL26X0,5,46,48,N,N, 0.96 
R25WVLERHL6ZNQ,2,139,154,N,N, 0.90 
R2SGYKCQVJ6CM,1,419,464,N,N, 0.90 
R3H6LEHLBXJORD,5,68,70,N,N, 0.97 
RXU2BZDMHRQAU,5,21,23,N,N, 0.91 
RLLWAXS060DH3,3,16,20,N,Y, 0.80 
R35PUXFVGQN7T5,3,34,35,N,Y, 0.97 
R3HZG1MNHR9D8A,1,55,62,N,N, 0.89 
R2CLP5FKQMADAW,4,42,52,N,N, 0.81 
R10LV0BPS14G5Q,5,21,21,N,Y, 1.00 
R35ZAUCIJD83ES,5,30,32,N,N, 0.94 
R2GRY7RTXYI8OG,4,25,27,N,Y, 0.93 
R2KE59A8F512DV,5,32,34,N,Y, 0.94 
R2I9UO1OKG5OFX,3,12,21,N,N, 0.57 
R3RV6EP49X0EPI,2,25,28,N,Y, 0.89 
R2O2EIGYVBPZC3,1,10,22,N,N, 0.45 
R2YGPKVMBM35RX,5,45,46,N,N, 0.98 
R216UVAAT8ZSMQ,5,7,44,N,N, 0.16 
R1HDS5BKP2Z4JR,5,487,502,N,N, 0.97 
R15F5GMD8H3QMR,5,18,21,N,N, 0.86 
RO4KKJ7DE9DD8,1,10,23,N,N, 0.43 
R9L5SBWJ9644B,1,17,25,N,Y, 0.68 
R34B4VNH5LGGE8,3,23,25,N,Y, 0.92 
R28LN7WNWFB60P,5,20,20,N,Y, 1.00 
R3MXTCDEHE4QOA,5,17,20,N,Y, 0.85 
R3PASQUEJWAWVX,1,11,25,N,N, 0.44 
R2UGKBR5R4OZJF,4,34,44,N,Y, 0.77 
R2GEF5RAR3W4QJ,1,29,81,N,N, 0.36 
R1K73OCOEX06IK,5,20,21,N,N, 0.95 
R1XBU0G55A4TRI,1,18,23,N,N, 0.78 
R28124EVELW3HD,2,39,39,N,N, 1.00 
R1RZ2GUUOOZ5VC,1,161,173,N,N, 0.93 
R2XZODCSKE6RNS,2,4,23,N,N, 0.17 
RK9A0KGXNPSSB,4,19,20,N,N, 0.95 
R7IO9S7JG5OT7,3,1,23,N,N, 0.04 
R37E8YJEF9PW7Z,5,33,34,N,Y, 0.97 
R23PXY8EN6Q1PF,5,39,42,N,Y, 0.93 
R12ORHJY2TKI0R,5,77,85,N,N, 0.91 
R6QJU9BLECV09,3,21,23,N,Y, 0.91 
R2052ZZMS031TN,5,20,22,N,N, 0.91 
R2XOBSIO9AU8AJ,5,23,24,N,N, 0.96 
R1B6T3HOP5MKT8,1,64,74,N,N, 0.86 
R1JSRQ51MVLN8X,3,52,56,N,Y, 0.93 
R144BJII9K5KBQ,3,115,123,N,N, 0.93 
R146XT2B0QQGRG,4,27,28,N,N, 0.96 
R2T418TN2MPDMI,5,21,24,N,Y, 0.88 
RKFLEB09UR2WK,1,4,51,N,N, 0.08 
RVQKSZRYFJAR4,5,67,70,N,N, 0.96 
R1M2NAQHCORHIY,5,23,24,N,Y, 0.96 
R10K0OU3BA47C9,1,31,89,N,Y, 0.35 
RQ633XSFLJQFL,2,64,81,N,N, 0.79 
RMTHQCERV1BXM,5,1,25,N,Y, 0.04 
RWC7JJA4FQGBD,4,28,30,N,N, 0.93 
R12GT38384XO9Z,5,30,32,N,Y, 0.94 
R27X60B91RI8OL,3,18,20,N,Y, 0.90 
R3138O19QZ32QA,2,30,33,N,N, 0.91 
R333KNU30MOM8A,5,23,25,N,N, 0.92 
R3649VIBRNW1MK,5,23,28,N,N, 0.82 
R1PJMJZOORGOZG,3,36,37,N,Y, 0.97 
RAEEM41ADQXXD,5,61,62,N,Y, 0.98 
R2ZT17PVWF4UA,5,26,33,N,N, 0.79 
RDHBS05VQT46,4,77,84,N,N, 0.92 
R8C3LOEICDVHT,4,42,50,N,Y, 0.84 
R36QA3GK3G9HMI,4,32,34,N,N, 0.94 
R19RVXR64S5X3U,1,7,22,N,N, 0.32 
RAS9OYPRXWWFV,4,18,20,N,Y, 0.90 
R1U76J88WMTGQP,1,20,24,N,N, 0.83 
R20EBG8VCMJ8JE,5,64,77,N,N, 0.83 
R2DFY1H4VTV5CS,5,55,58,N,Y, 0.95 
R23VJ6WBB06E5F,1,161,175,N,N, 0.92 
R12T38W02PRZRB,5,32,34,N,Y, 0.94 
R18U02LOC4EZ6P,5,19,22,N,Y, 0.86 
R3L0XSKKWAYDV2,3,49,54,N,Y, 0.91 
R1UZI5YS2QL1ZU,5,21,25,N,Y, 0.84 
R3DF04GLECRH0M,5,20,20,N,N, 1.00 
R18WIKP7E5F15Y,2,102,104,N,Y, 0.98 
R3BQT9DNEVEWUB,3,24,25,N,N, 0.96 
R3MO7HM4UXQS42,2,25,26,N,N, 0.96 
RDTCXL44HNK56,2,44,45,N,Y, 0.98 
R3M6JQR51WMYIP,4,52,53,N,Y, 0.98 
R9WYYIH0VSZOM,5,31,34,N,N, 0.91 
R37CMOHTB6BO1B,1,51,57,N,Y, 0.89 
R8SN1VS80H4MU,5,23,23,N,N, 1.00 
R3QPK94NOL8ZTG,5,70,77,N,Y, 0.91 
R26EIP058E7RMG,4,46,49,N,Y, 0.94 
R1PINGAF69RMGH,3,59,61,N,N, 0.97 
R3MOT1T240HMV4,5,25,25,N,N, 1.00 
R3HEDBACTZMIUM,5,26,31,N,N, 0.84 
R2Z1AI31CNKR0V,4,29,31,N,N, 0.94 
R37QQ45L2V8UAZ,2,20,20,N,Y, 1.00 
R2JG00TFW4UBKZ,5,15,20,N,Y, 0.75 
R2R6CU6MCBP0WB,5,20,26,N,N, 0.77 
R233T394ENVNAF,4,32,34,N,Y, 0.94 
RLDT1P6YUZLVK,4,25,29,N,Y, 0.86 
R218ZIH0N99HD7,5,43,46,N,Y, 0.93 
R3LG8L071IQWST,2,30,42,N,Y, 0.71 
R2BTD6QOIBD61M,4,27,37,N,N, 0.73 
RK16EEBO8BEB7,5,21,22,N,Y, 0.95 
R1KVL60ATQDRUP,2,39,45,N,N, 0.87 
RU4K0I7XB2LQ7,4,20,21,N,Y, 0.95 
RUTLBOM3P1E1U,5,64,65,N,Y, 0.98 
R3ATKRN2ROBZAX,4,78,90,N,Y, 0.87 
R192QM36DMXYWO,2,1,33,N,N, 0.03 
R32VZTSQ2BGLAN,5,26,27,N,N, 0.96 
RTR09AEIV23JN,5,38,40,N,N, 0.95 
R9ZNRVCKPAHI,5,18,24,N,N, 0.75 
R157FRXQUBJ4IH,5,35,44,N,N, 0.80 
R6TZJ4TOWI72R,5,28,30,N,Y, 0.93 
R2XEDULMK3H113,2,17,21,N,Y, 0.81 
R1F7V710SFV21C,2,51,53,N,N, 0.96 
R2Q7X45ITSVTGQ,3,295,336,N,Y, 0.88 
R2QZT4H6DG1P3P,1,21,23,N,N, 0.91 
R1YNMN4DRZ7A5N,5,38,41,N,N, 0.93 
R2S0MU1NOJV99X,5,23,24,N,N, 0.96 
R2TEBP0ICHCUEH,5,35,38,N,Y, 0.92 
RT9047C5BT0G7,5,38,43,N,Y, 0.88 
R1PH8YRBRJPMUA,3,17,21,N,N, 0.81 
R2UCXQ9BSV8A7O,5,838,850,N,Y, 0.99 
R3UX50ISGWIX3A,4,50,50,N,N, 1.00 
R1F1XA5XXPY02Z,3,21,26,N,N, 0.81 
R1BYVVSIXPKAS7,5,23,24,N,N, 0.96 
R1FCBBF2GUA273,5,41,43,N,Y, 0.95 
R3PBNNCRP0VQDF,1,18,20,N,N, 0.90 
RFWVHBNYV3ZKL,5,42,43,N,N, 0.98 
R2M6JJEWYVVF0T,4,66,76,N,N, 0.87 
RYM9IP0CAG3KT,4,46,51,N,Y, 0.90 
R2F1YOH023LLSY,5,16,22,N,N, 0.73 
R3LU78MHQYSYSW,2,27,29,N,N, 0.93 
R381FSR5X02PLE,2,28,31,N,N, 0.90 
R17LTQBOMD17MM,4,43,45,N,N, 0.96 
R17YLSU1Q1CYY5,5,20,26,N,Y, 0.77 
R3EGFBW5CAV3N4,3,21,27,N,Y, 0.78 
RYIU006P9HC5D,1,22,26,N,N, 0.85 
R2SHNYSBRFM3L1,1,5,37,N,Y, 0.14 
R2POZDYLBYD4C4,5,20,21,N,Y, 0.95 
R1J4B7B04M57D5,4,63,64,N,Y, 0.98 
R310RM5GCE7BAQ,5,15,23,N,N, 0.65 
RCWZJKEFHFE6X,5,17,20,N,N, 0.85 
R3OB4B7LOREH84,4,83,92,N,Y, 0.90 
R295YQ15H710RW,5,30,35,N,N, 0.86 
R2NKCS4P9X89U5,3,21,24,N,Y, 0.88 
R30FD9JO7DYJNM,4,19,22,N,Y, 0.86 
R16TXM1AZAPVKZ,5,19,21,N,N, 0.90 
RHVOWHEYYK0DG,5,23,24,N,Y, 0.96 
R1FMYNPSUW8650,1,36,44,N,Y, 0.82 
R3AD18DH5T9GPT,3,23,25,N,Y, 0.92 
R2YGQ0IXLK2JIW,3,6,21,N,N, 0.29 
R1XS5XFEGFUE82,2,29,32,N,N, 0.91 
R35H34FX884GBP,5,30,31,N,Y, 0.97 
RYITFJ1AWBQH3,4,23,23,N,Y, 1.00 
R28D7KC01UXPHF,5,23,25,N,Y, 0.92 
R1Q6YPTXUDCCQ9,2,22,30,N,Y, 0.73 
RR27TN4738LPS,2,34,34,N,N, 1.00 
R36JYZW3JX77UR,4,42,44,N,N, 0.95 
R6VRC4I771DUF,5,41,41,N,Y, 1.00 
R227XVLXHVYWUX,5,20,21,N,Y, 0.95 
RL0X8YSC0902M,3,23,30,N,Y, 0.77 
R317GDX4QINHJE,1,21,60,N,Y, 0.35 
R2WTNMERY0PY6Y,1,2,41,N,Y, 0.05 
R12KMH7OK79JOP,5,23,24,N,Y, 0.96 
RLW5IL6PP02I8,5,22,23,N,Y, 0.96 
R2H14XSRQDE0XQ,4,17,20,N,N, 0.85 
R39E9PK9VS25T1,5,4,23,N,Y, 0.17 
R94743JRFYPG9,1,47,59,N,N, 0.80 
R2W2LDGH7U7C23,4,21,22,N,N, 0.95 
R2YG7QLVVX9PI7,4,36,38,N,N, 0.95 
R3NX1P3D8JB4P8,5,28,36,N,N, 0.78 
R1Y77D442ZW9WN,5,22,24,N,Y, 0.92 
R2I6INR7CTLE2T,4,31,33,N,Y, 0.94 
R249YFQR176MYO,1,41,48,N,N, 0.85 
R1RVJDZQPPNAG9,1,23,38,N,N, 0.61 
R2U91MJVTZQX5B,5,31,31,N,Y, 1.00 
R1DKHH8STT0BAG,4,19,21,N,N, 0.90 
R1K7IPZ76JVYFV,2,27,27,N,N, 1.00 
R24W6N988G73RE,3,22,26,N,N, 0.85 
RXR2INS4ATWWR,2,67,88,N,Y, 0.76 
RF3RO49HNMCAW,4,19,22,N,Y, 0.86 
R2SFPOVRYAA4LG,1,1,24,N,N, 0.04 
R3OEF5H1IY3O4P,5,736,762,N,Y, 0.97 
R1P1Z9VXQRRYME,4,60,63,N,Y, 0.95 
R3TLWZXCQNUOPK,2,6,25,N,Y, 0.24 
R1AGSUMRXB23PF,4,23,23,N,Y, 1.00 
R22ZCA8F9TNYDU,5,21,21,N,Y, 1.00 
R24FQFFNVZGM8W,1,36,49,N,N, 0.73 
R2GI4US64TLWFO,1,50,64,N,N, 0.78 
RBVA4KGNDERKG,5,43,54,N,Y, 0.80 
RQDS6BT2AAT8U,5,22,23,N,N, 0.96 
R20PZZVTD3V7MR,5,37,37,N,Y, 1.00 
R3PCOXPDDAE1FD,5,42,43,N,N, 0.98 
R16GTAPG1PLXFP,3,11,27,N,Y, 0.41 
R2C2CWLR62B5D,5,27,27,N,Y, 1.00 
R3S69OY37TGNM,5,45,46,N,N, 0.98 
R2OSHFMS294WCL,5,38,45,N,N, 0.84 
R1Y185D6HBNE4X,4,21,27,N,N, 0.78 
R2PMSDOJY6HMVN,1,22,22,N,N, 1.00 
R18UO2UKJEFW6N,5,153,163,N,N, 0.94 
R1DZ5RYCRQYCX2,4,49,57,N,Y, 0.86 
RDZALO3P7UOBG,5,28,28,N,Y, 1.00 
R2J95X8TQYL4OT,5,32,35,N,N, 0.91 
R7K67OPAI9SPS,1,21,28,N,N, 0.75 
R18C7EGTHK92J5,1,42,43,N,N, 0.98 
RN9HY2XAMHXWT,5,36,38,N,N, 0.95 
R1AAFTFY3FIUVI,5,29,30,N,Y, 0.97 
R2K7OZSJC3V0IJ,2,41,44,N,N, 0.93 
R3R181B5ABKHT2,1,25,30,N,N, 0.83 
R3OJGMP6JMJQY8,2,96,105,N,Y, 0.91 
R36IO3TB9ZZ5GB,2,20,20,N,N, 1.00 
R1SU8KV7OIJIJR,5,20,20,N,Y, 1.00 
R2V9VUOFVFWP5N,1,21,26,N,N, 0.81 
RO92YAANUMPOJ,5,52,60,N,N, 0.87 
R2WGZ14631VGRO,1,11,81,N,N, 0.14 
R2C94LFMXW1RN,4,29,29,N,Y, 1.00 
RJX90MHM6DR96,3,5,25,N,N, 0.20 
R1Z9W581EFHR4L,5,29,29,N,N, 1.00 
R3IIZCBXV9M3E7,5,21,23,N,Y, 0.91 
R2IQA2FXVVKPKE,3,26,30,N,N, 0.87 
R2VK53NWPA0Z53,1,17,43,N,N, 0.40 
R14VNCVLN24VGC,1,21,21,N,N, 1.00 
RER2T8IN4BXYQ,1,16,25,N,N, 0.64 
R2PRFXR86HGM5U,1,9,33,N,N, 0.27 
RT41UL4ONJVFC,1,23,24,N,N, 0.96 
R2SVIXZYNX6HWX,1,54,59,N,N, 0.92 
R3J04HTRM0Y1Y5,5,19,20,N,Y, 0.95 
R1BA3589WOET78,5,51,53,N,Y, 0.96 
R1GJWF3NU1SHOF,3,13,21,N,Y, 0.62 
R2197T5YI5XV2R,5,33,35,N,N, 0.94 
RL5F9OSFLCTRJ,2,16,26,N,Y, 0.62 
R30ABCDKULPXDU,5,78,84,N,Y, 0.93 
RZASFDEL6HLVO,3,24,25,N,N, 0.96 
R15T45APYMTV1Z,1,19,23,N,N, 0.83 
R1YCYCC12BUADA,4,36,38,N,N, 0.95 
RKF4IKXNKAXAP,4,26,34,N,N, 0.76 
R1ED3V90IC3RXS,4,69,75,N,N, 0.92 
R1TX2R7Z61321R,3,21,23,N,Y, 0.91 
R1CYP9U9WBE7C6,5,147,153,N,N, 0.96 
R3DYJ99QPBSPT6,5,48,55,N,N, 0.87 
RUKLP7S4OA15X,1,10,20,N,N, 0.50 
R3RXLLPYTIT4Z6,1,18,21,N,N, 0.86 
R3SN6I45XPGJGJ,2,27,28,N,N, 0.96 
R1EYTBQIK5CQ8H,3,41,48,N,Y, 0.85 
RLKQEMCHIJLQM,3,349,389,N,Y, 0.90 
R24MH7G7MOB2M9,4,41,48,N,N, 0.85 
R3XUWNKTNA57R,5,36,37,N,Y, 0.97 
R2XJ2HGMJUMCNN,4,24,25,N,N, 0.96 
R17NM0O5MGCM01,5,43,49,N,N, 0.88 
R24YSP9WR4JQJ3,5,37,49,N,N, 0.76 
R1IFF912JLXME7,5,99,101,N,N, 0.98 
RT7U9NFFSHKGH,1,33,33,N,N, 1.00 
R3RCHFZ1ZKABD,4,72,76,N,Y, 0.95 
R2YFLEMEDGXMHS,5,20,28,N,Y, 0.71 
R1LX5Z1SARQ6RQ,3,40,53,N,N, 0.75 
R18HK8EKLWVAI7,5,33,33,N,Y, 1.00 
R27TTQT432YL6F,1,20,134,N,N, 0.15 
R2UVM5IWVUL0OL,5,24,25,N,N, 0.96 
R1GL4QB0RAD0L8,5,35,37,N,N, 0.95 
R2UFN754ECS9AX,4,32,36,N,Y, 0.89 
R1CA0C7BR22MOR,5,51,64,N,Y, 0.80 
R2HVEEBUXXQ2V6,5,89,105,N,N, 0.85 
R2NSDY9C5KFPDQ,4,19,21,N,Y, 0.90 
RWFQP8K3KNO9S,3,20,20,N,N, 1.00 
R1MLC15VU40DWG,1,27,37,N,Y, 0.73 
R2JLS2INBRLFUX,3,178,189,N,Y, 0.94 
R1NZEQ6G0L1V46,5,47,48,N,N, 0.98 
R14UNP8FHW2EP,1,23,24,N,N, 0.96 
RMSFQSG5KRMEQ,5,19,29,N,N, 0.66 
R1DBMCS7S4RR6F,4,50,51,N,Y, 0.98 
R1V0DO3TRXM0K9,3,33,43,N,N, 0.77 
RW6VCTEAD22NA,3,25,26,N,N, 0.96 
R1H621DK37SR2H,2,28,28,N,N, 1.00 
R3LDUUJO0MD6FE,3,184,203,N,N, 0.91 
R2WF8HTH39QWPV,5,41,41,N,N, 1.00 
R242V7PYWL02Q,4,20,21,N,N, 0.95 
R2RIAIMH6WWOVF,5,19,22,N,Y, 0.86 
R2BQG679ITEZOI,5,27,27,N,N, 1.00 
R2NSGS3VZQ2CAY,5,24,30,N,N, 0.80 
R1IA67H8NHQ8YM,3,24,30,N,N, 0.80 
R2T8AF3H9VSWUC,5,21,24,N,Y, 0.88 
R3SU6OGSC7PKNV,5,36,38,N,Y, 0.95 
R1NTDAZFL3QUAR,1,303,318,N,N, 0.95 
R18SSZTBS2MB6Z,2,27,29,N,Y, 0.93 
R1UWDEWGKN0Y0B,4,40,43,N,Y, 0.93 
R2X8W7HX4U1Z3N,4,28,34,N,Y, 0.82 
R1LRCPV0Q84JSP,4,22,23,N,N, 0.96 
R13YM0GAZ18WE3,1,3,57,N,N, 0.05 
R221CQ0GFK1KH1,2,28,28,N,N, 1.00 
R1CZ5QA6JKH9MA,2,37,42,N,Y, 0.88 
R1HGG41VV3GFKC,5,25,32,N,N, 0.78 
RI8EXR11TVEPJ,5,47,47,N,Y, 1.00 
R2PULXME7AOMT7,3,5,59,N,N, 0.08 
R2EIE3ZJ00IAO0,4,20,23,N,Y, 0.87 
R2ZWWSAWR428UW,5,22,30,N,N, 0.73 
R6QFXD3BRGYQW,5,139,144,N,N, 0.97 
R27Y2067W43P8J,3,142,153,N,N, 0.93 
R690N35926DV7,2,28,33,N,N, 0.85 
RZ4RGZS2FZJMP,3,16,20,N,N, 0.80 
R31VVA3CBWREUO,5,49,50,N,N, 0.98 
R1EW1L6UOFZ8U7,5,27,28,N,Y, 0.96 
RPIM2OCS9C394,3,43,45,N,N, 0.96 
RPPXU085NPG8B,2,23,24,N,N, 0.96 
R2IZBZ6LC5TL56,4,183,184,N,Y, 0.99 
R1L0G2A5TUDVIX,4,20,24,N,Y, 0.83 
R17VGQN8V7UH0H,5,39,40,N,Y, 0.98 
R4LUKQ1RPFLX6,1,17,23,N,Y, 0.74 
R1NG38W8EAVUAI,5,45,46,N,N, 0.98 
R2DBGR4P37ROP9,5,51,51,N,N, 1.00 
RMPFTB7DV2XPD,5,44,45,N,Y, 0.98 
R3FC84NYSEK21G,5,18,20,N,Y, 0.90 
R376Y2LY4P2L8Q,1,17,20,N,N, 0.85 
R2JWEI9U9S49WG,3,45,50,N,Y, 0.90 
R359CMKDJ8B4HK,1,36,42,N,N, 0.86 
R3SSMDBF9JVZ5A,5,511,517,N,N, 0.99 
R29MLV1JMWLYG1,5,23,29,N,Y, 0.79 
R2O7TM6XZUFF5K,4,22,22,N,Y, 1.00 
R3F7F2L8D6ZME,5,37,37,N,N, 1.00 
R278YUCPMRN3R2,3,24,26,N,N, 0.92 
R1DWZ45S7MLAY8,5,47,48,N,N, 0.98 
